StrongPlayer;Internal;150000;MazeGenerator 1;100;11;1;100;646,074
StrongPlayer;Internal;150000;MazeGenerator 1;79;28;2;58;582,3564
StrongPlayer;Internal;150000;MazeGenerator 1;52;13;3;0;284,9154
StrongPlayer;Internal;150000;MazeGenerator 1;39;26;4;0;535,3355
StrongPlayer;Internal;150000;MazeGenerator 1;31;19;5;0;400,4028
StrongPlayer;Internal;150000;MazeGenerator 1;26;17;6;0;351,2905
StrongPlayer;Internal;150000;MazeGenerator 1;22;9;7;0;201,6705
StrongPlayer;Internal;150000;MazeGenerator 1;19;6;8;0;151,0305
StrongPlayer;Internal;150000;MazeGenerator 1;17;34;9;0;712,7963
StrongPlayer;Internal;150000;MazeGenerator 1;15;24;10;0;501,5971
StrongPlayer;Internal;150000;MazeGenerator 1;14;34;11;0;707,9056
StrongPlayer;Internal;150000;MazeGenerator 1;13;6;12;0;150,9798
StrongPlayer;Internal;150000;MazeGenerator 1;12;7;13;0;168,2524
StrongPlayer;Internal;150000;MazeGenerator 1;100;6;1;100;636,182
StrongPlayer;Internal;150000;MazeGenerator 1;87;15;2;74;318,9469
StrongPlayer;Internal;150000;MazeGenerator 1;58;9;3;0;200,8961
StrongPlayer;Internal;150000;MazeGenerator 1;43;15;4;0;317,855
StrongPlayer;Internal;150000;MazeGenerator 1;34;8;5;0;183,427
StrongPlayer;Internal;150000;MazeGenerator 1;90;16;1;90;799,9997
StrongPlayer;Internal;150000;MazeGenerator 1;68;31;2;46;653,448
StrongPlayer;Internal;150000;MazeGenerator 1;45;8;3;0;184,1216
StrongPlayer;Internal;150000;MazeGenerator 1;95;27;1;95;963,3382
StrongPlayer;Internal;150000;MazeGenerator 1;47;8;2;0;184,9708
StrongPlayer;Internal;150000;MazeGenerator 1;31;2;3;0;50,0187
StrongPlayer;Internal;150000;MazeGenerator 1;23;15;4;0;317,4381
StrongPlayer;Internal;150000;MazeGenerator 1;89;34;1;89;25485,98
StrongPlayer;Internal;150000;MazeGenerator 1;44;17;2;0;17623,189
StrongPlayer;Internal;150000;MazeGenerator 1;29;20;3;0;415,005
StrongPlayer;Internal;150000;MazeGenerator 1;22;7;4;0;167,9761
StrongPlayer;Internal;150000;MazeGenerator 1;17;15;5;0;338,9844
StrongPlayer;Internal;150000;MazeGenerator 1;14;15;6;0;316,0418
StrongPlayer;Internal;150000;MazeGenerator 1;12;32;7;0;654,3953
StrongPlayer;Internal;150000;MazeGenerator 1;11;28;8;0;595,1912
StrongPlayer;Internal;150000;MazeGenerator 1;9;19;9;0;402,333
StrongPlayer;Internal;150000;MazeGenerator 1;8;21;10;0;451,5061
StrongPlayer;Internal;150000;MazeGenerator 1;8;20;11;0;419,166
StrongPlayer;Internal;150000;MazeGenerator 1;7;31;12;0;634,6513
StrongPlayer;Internal;150000;MazeGenerator 1;6;23;13;0;469,145
StrongPlayer;Internal;150000;MazeGenerator 1;6;10;14;0;222,9935
StrongPlayer;Internal;150000;MazeGenerator 1;5;11;15;0;251,9993
StrongPlayer;Internal;150000;MazeGenerator 1;5;4;16;0;99,9933
StrongPlayer;Internal;150000;MazeGenerator 1;5;6;17;0;133,6242
StrongPlayer;Internal;150000;MazeGenerator 1;4;17;18;0;367,1511
StrongPlayer;Internal;150000;MazeGenerator 1;4;9;19;0;199,9985
StrongPlayer;Internal;150000;MazeGenerator 1;4;16;20;0;330,8353
StrongPlayer;Internal;150000;MazeGenerator 1;4;12;21;0;252,4127
StrongPlayer;Internal;150000;MazeGenerator 1;4;21;22;0;435,2669
StrongPlayer;Internal;150000;MazeGenerator 1;3;5;23;0;135,2703
StrongPlayer;Internal;150000;MazeGenerator 1;3;6;24;0;134,2477
StrongPlayer;Internal;150000;MazeGenerator 1;3;18;25;0;381,1294
StrongPlayer;Internal;150000;MazeGenerator 1;3;11;26;0;232,0006
StrongPlayer;Internal;150000;MazeGenerator 1;3;22;27;0;451,9188
StrongPlayer;Internal;150000;MazeGenerator 1;3;15;28;0;315,97
StrongPlayer;Internal;150000;MazeGenerator 1;3;16;29;0;588,3435
StrongPlayer;Internal;150000;MazeGenerator 1;2;15;30;0;314,9986
StrongPlayer;Internal;150000;MazeGenerator 1;2;7;31;0;155,9992
StrongPlayer;Internal;150000;MazeGenerator 1;2;14;32;0;315,3084
StrongPlayer;Internal;150000;MazeGenerator 1;2;13;33;0;286,0495
StrongPlayer;Internal;150000;MazeGenerator 1;2;11;34;0;246,5584
StrongPlayer;Internal;150000;MazeGenerator 1;100;10;1;100;150907,8467
StrongPlayer;Internal;150000;MazeGenerator 1;70;15;2;40;317,9991
StrongPlayer;Internal;150000;MazeGenerator 1;46;14;3;0;301,3202
StrongPlayer;Internal;150000;MazeGenerator 1;35;9;4;0;200,4763
StrongPlayer;Internal;150000;MazeGenerator 1;28;27;5;0;567,3948
StrongPlayer;Internal;150000;MazeGenerator 1;23;11;6;0;250,3329
StrongPlayer;Internal;150000;MazeGenerator 1;20;3;7;0;83,9991
StrongPlayer;Internal;150000;MazeGenerator 1;17;14;8;0;301,6104
StrongPlayer;Internal;150000;MazeGenerator 1;15;14;9;0;298,857
StrongPlayer;Internal;150000;MazeGenerator 1;14;28;10;0;585,2417
StrongPlayer;Internal;150000;MazeGenerator 1;12;3;11;0;84,0003
StrongPlayer;Internal;150000;MazeGenerator 1;11;28;12;0;573,5471
StrongPlayer;Internal;150000;MazeGenerator 1;10;19;13;0;399,1209
StrongPlayer;Internal;150000;MazeGenerator 1;10;5;14;0;123,3496
StrongPlayer;Internal;150000;MazeGenerator 1;9;25;15;0;516,7316
StrongPlayer;Internal;150000;MazeGenerator 1;8;25;16;0;533,3235
StrongPlayer;Internal;150000;MazeGenerator 1;8;28;17;0;587,7171
StrongPlayer;Internal;150000;MazeGenerator 1;7;7;18;0;168,1859
StrongPlayer;Internal;150000;MazeGenerator 1;7;26;19;0;555,0891
StrongPlayer;Internal;150000;MazeGenerator 1;7;11;20;0;236,1397
StrongPlayer;Internal;150000;MazeGenerator 1;6;14;21;0;300,1563
StrongPlayer;Internal;150000;MazeGenerator 1;6;17;22;0;367,8127
StrongPlayer;Internal;150000;MazeGenerator 1;6;29;23;0;602,5355
StrongPlayer;Internal;150000;MazeGenerator 1;5;3;24;0;84,0165
StrongPlayer;Internal;150000;MazeGenerator 1;5;16;25;0;333,4346
StrongPlayer;Internal;150000;MazeGenerator 1;5;20;26;0;420,6047
StrongPlayer;Internal;150000;MazeGenerator 1;5;17;27;0;368,5987
StrongPlayer;Internal;150000;MazeGenerator 1;5;13;28;0;283,301
StrongPlayer;Internal;150000;MazeGenerator 1;4;35;29;0;724,5305
StrongPlayer;Internal;150000;MazeGenerator 1;4;8;30;0;183,969
StrongPlayer;Internal;150000;MazeGenerator 1;4;7;31;0;166,8955
StrongPlayer;Internal;150000;MazeGenerator 1;4;8;32;0;184,0413
StrongPlayer;Internal;150000;MazeGenerator 1;4;13;33;0;268,6172
StrongPlayer;Internal;150000;MazeGenerator 1;4;11;34;0;233,0002
StrongPlayer;Internal;150000;MazeGenerator 1;4;12;35;0;249,8158
StrongPlayer;Internal;150000;MazeGenerator 1;3;16;36;0;333,2572
StrongPlayer;Internal;150000;MazeGenerator 1;3;45;37;0;940,1515
StrongPlayer;Internal;150000;MazeGenerator 1;3;5;38;0;118,1785
StrongPlayer;Internal;150000;MazeGenerator 1;3;8;39;0;168,2927
StrongPlayer;Internal;150000;MazeGenerator 1;3;27;40;0;552,6559
StrongPlayer;Internal;150000;MazeGenerator 1;3;11;41;0;232,1392
StrongPlayer;Internal;150000;MazeGenerator 1;3;7;42;0;151,3413
StrongPlayer;Internal;150000;MazeGenerator 1;3;7;43;0;151,0006
StrongPlayer;Internal;150000;MazeGenerator 1;3;13;44;0;269,7013
StrongPlayer;Internal;150000;MazeGenerator 1;3;15;45;0;318,1176
StrongPlayer;Internal;150000;MazeGenerator 1;3;11;46;0;251,6685
StrongPlayer;Internal;150000;MazeGenerator 1;2;4;47;0;101,0011
StrongPlayer;Internal;150000;MazeGenerator 1;2;11;48;0;233,0004
StrongPlayer;Internal;150000;MazeGenerator 1;2;9;49;0;614,164
StrongPlayer;Internal;150000;MazeGenerator 1;2;22;50;0;462,9966
StrongPlayer;Internal;150000;MazeGenerator 1;2;19;51;0;428,0012
StrongPlayer;Internal;150000;MazeGenerator 1;2;34;52;0;719,9991
StrongPlayer;Internal;150000;MazeGenerator 1;100;12;1;100;671,1756
StrongPlayer;Internal;150000;MazeGenerator 1;50;8;2;0;183,6353
StrongPlayer;Internal;150000;MazeGenerator 1;36;18;3;8;365,9916
StrongPlayer;Internal;150000;MazeGenerator 1;27;17;4;0;349,1244
StrongPlayer;Internal;150000;MazeGenerator 1;21;13;5;0;284,3401
StrongPlayer;Internal;150000;MazeGenerator 1;100;3;1;100;475,9996
StrongPlayer;Internal;150000;MazeGenerator 1;89;5;2;78;118,1652
StrongPlayer;Internal;150000;MazeGenerator 1;72;15;3;39;316,0832
StrongPlayer;Internal;150000;MazeGenerator 1;54;12;4;0;250,3414
StrongPlayer;Internal;150000;MazeGenerator 1;43;9;5;0;200,584
StrongPlayer;Internal;150000;MazeGenerator 1;36;21;6;0;452,9303
StrongPlayer;Internal;150000;MazeGenerator 1;31;11;7;0;233,2307
